,word,root,part_of_speech
9527,swearing,swear,noun
9528,sworn,swear,adjective
9529,swear,swear,verb
9530,sweet,sweet,noun
9531,sweetener,sweet,noun
9532,sweetness,sweet,noun
9533,sweet,sweet,adjective
9534,sweeten,sweet,verb
9535,sweetly,sweet,adverb
9536,swim,swim,noun
9537,swimmer,swim,noun
9538,swimming,swim,noun
9539,swim,swim,verb
9540,swim,swimmer,noun
9541,swimmer,swimmer,noun
9542,swimming,swimmer,noun
9543,swim,swimmer,verb
9544,swim,swimming,noun
9545,swimmer,swimming,noun
9546,swimming,swimming,noun
9547,swim,swimming,verb
9548,symbol,symbol,noun
9549,symbolism,symbol,noun
9550,symbolic,symbol,adjective
9551,symbolize,symbol,verb
9552,symbol,symbolic,noun
9553,symbolism,symbolic,noun
9554,symbolic,symbolic,adjective
9555,symbolize,symbolic,verb
9556,sympathy,sympathetic,noun
9557,sympathizer,sympathetic,noun
9558,sympathetic,sympathetic,adjective
9559,unsympathetic,sympathetic,adjective
9560,sympathize,sympathetic,verb
9561,sympathy,sympathize,noun
9562,sympathizer,sympathize,noun
9563,sympathetic,sympathize,adjective
9564,unsympathetic,sympathize,adjective
9565,sympathize,sympathize,verb
9566,sympathy,sympathy,noun
9567,sympathizer,sympathy,noun
9568,sympathetic,sympathy,adjective
9569,unsympathetic,sympathy,adjective
9570,sympathize,sympathy,verb
9571,system,system,noun
9572,systematic,system,adjective
9573,systematically,system,adverb
9574,system,systematic,noun
9575,systematic,systematic,adjective
9576,systematically,systematic,adverb
9577,system,systematically,noun
9578,systematic,systematically,adjective
9579,systematically,systematically,adverb
9580,undertaking,take,noun
9581,takings,take,noun
9582,take,take,verb
9583,overtake,take,verb
9584,undertake,take,verb
9585,talk,talk,noun
9586,talkative,talk,adjective
9587,talk,talk,verb
9588,talk,talkative,noun
9589,talkative,talkative,adjective
9590,talk,talkative,verb
9591,taste,taste,noun
9592,distaste,taste,noun
9593,tasteful,taste,adjective
9594,distasteful,taste,adjective
9595,tasteless,taste,adjective
9596,tasty,taste,adjective
9597,taste,taste,verb
9598,tastefully,taste,adverb
9599,distastefully,taste,adverb
9600,taste,tasteful,noun
9601,distaste,tasteful,noun
9602,tasteful,tasteful,adjective
9603,distasteful,tasteful,adjective
9604,tasteless,tasteful,adjective
9605,tasty,tasteful,adjective
9606,taste,tasteful,verb
9607,tastefully,tasteful,adverb
9608,distastefully,tasteful,adverb
9609,taste,tasteless,noun
9610,distaste,tasteless,noun
9611,tasteful,tasteless,adjective
9612,distasteful,tasteless,adjective
9613,tasteless,tasteless,adjective
9614,tasty,tasteless,adjective
9615,taste,tasteless,verb
9616,tastefully,tasteless,adverb
9617,distastefully,tasteless,adverb
9618,taste,tasty,noun
9619,distaste,tasty,noun
9620,tasteful,tasty,adjective
9621,distasteful,tasty,adjective
9622,tasteless,tasty,adjective
9623,tasty,tasty,adjective
9624,taste,tasty,verb
9625,tastefully,tasty,adverb
9626,distastefully,tasty,adverb
9627,tax,tax,noun
9628,taxation,tax,noun
9629,taxable,tax,adjective
9630,taxing,tax,adjective
9631,tax,tax,verb
9632,teacher,teach,noun
9633,teaching,teach,noun
9634,teach,teach,verb
9635,teacher,teacher,noun
9636,teaching,teacher,noun
9637,teach,teacher,verb
9638,teacher,teaching,noun
9639,teaching,teaching,noun
9640,teach,teaching,verb
9641,tear,tear,noun
9642,tearful,tear,adjective
9643,tearfully,tear,adverb
9644,technicality,technical,noun
9645,technician,technical,noun
9646,technique,technical,noun
9647,technicalities,technical,noun
9648,technical,technical,adjective
9649,technically,technical,adverb
9650,technicality,technically,noun
9651,technician,technically,noun
9652,technique,technically,noun
9653,technicalities,technically,noun
9654,technical,technically,adjective
9655,technically,technically,adverb
9656,technicality,technician,noun
9657,technician,technician,noun
9658,technique,technician,noun
9659,technicalities,technician,noun
9660,technical,technician,adjective
9661,technically,technician,adverb
9662,technicality,technique,noun
9663,technician,technique,noun
9664,technique,technique,noun
9665,technicalities,technique,noun
9666,technical,technique,adjective
9667,technically,technique,adverb
9668,technology,technological,noun
9669,technological,technological,adjective
9670,technologically,technological,adverb
9671,technology,technologically,noun
9672,technological,technologically,adjective
9673,technologically,technologically,adverb
9674,technology,technology,noun
9675,technological,technology,adjective
9676,technologically,technology,adverb
9677,thankful,thank,adjective
9678,thankless,thank,adjective
9679,thank,thank,verb
9680,thankfully,thank,adverb
9681,thankful,thankful,adjective
9682,thankless,thankful,adjective
9683,thank,thankful,verb
9684,thankfully,thankful,adverb
9685,thankful,thankfully,adjective
9686,thankless,thankfully,adjective
9687,thank,thankfully,verb
9688,thankfully,thankfully,adverb
9689,theory,theoretical,noun
9690,theorist,theoretical,noun
9691,theoretical,theoretical,adjective
9692,theorize,theoretical,verb
9693,theoretically,theoretical,adverb
9694,theory,theoretically,noun
9695,theorist,theoretically,noun
9696,theoretical,theoretically,adjective
9697,theorize,theoretically,verb
9698,theoretically,theoretically,adverb
9699,theory,theory,noun
9700,theorist,theory,noun
9701,theoretical,theory,adjective
9702,theorize,theory,verb
9703,theoretically,theory,adverb
9704,thickness,thick,noun
9705,thick,thick,noun
9706,thick,thick,adjective
9707,thicken,thick,verb
9708,thickly,thick,adverb
9709,thinness,thin,noun
9710,thin,thin,adjective
9711,thin,thin,verb
9712,thinly,thin,adverb
9713,think,think,noun
9714,rethink,think,noun
9715,thinker,think,noun
9716,thinking,think,noun
9717,unthinkable,think,adjective
9718,think,think,verb
9719,rethink,think,verb
9720,think,thinker,noun
9721,rethink,thinker,noun
9722,thinker,thinker,noun
9723,thinking,thinker,noun
9724,unthinkable,thinker,adjective
9725,think,thinker,verb
9726,rethink,thinker,verb
9727,thirst,thirst,noun
9728,thirsty,thirst,adjective
9729,thirstily,thirst,adverb
9730,thirst,thirsty,noun
9731,thirsty,thirsty,adjective
9732,thirstily,thirsty,adverb
9733,thought,thought,noun
9734,thoughtfulness,thought,noun
9735,thoughtful,thought,adjective
9736,thoughtless,thought,adjective
9737,thoughtfully,thought,adverb
9738,thoughtlessly,thought,adverb
9739,thought,thoughtful,noun
9740,thoughtfulness,thoughtful,noun
9741,thoughtful,thoughtful,adjective
9742,thoughtless,thoughtful,adjective
9743,thoughtfully,thoughtful,adverb
9744,thoughtlessly,thoughtful,adverb
9745,thought,thoughtfully,noun
9746,thoughtfulness,thoughtfully,noun
9747,thoughtful,thoughtfully,adjective
9748,thoughtless,thoughtfully,adjective
9749,thoughtfully,thoughtfully,adverb
9750,thoughtlessly,thoughtfully,adverb
9751,thought,thoughtless,noun
9752,thoughtfulness,thoughtless,noun
9753,thoughtful,thoughtless,adjective
9754,thoughtless,thoughtless,adjective
9755,thoughtfully,thoughtless,adverb
9756,thoughtlessly,thoughtless,adverb
9757,threat,threat,noun
9758,threatening,threat,adjective
9759,threaten,threat,verb
9760,threateningly,threat,adverb
9761,threat,threaten,noun
9762,threatening,threaten,adjective
9763,threaten,threaten,verb
9764,threateningly,threaten,adverb
9765,tie,tie,noun
9766,tie,tie,verb
9767,untie,tie,verb
9768,tight,tight,adjective
9769,tighten,tight,verb
9770,tight,tight,adverb
9771,tightly,tight,adverb
9772,tight,tighten,adjective
9773,tighten,tighten,verb
9774,tight,tighten,adverb
9775,tightly,tighten,adverb
9776,tight,tightly,adjective
9777,tighten,tightly,verb
9778,tight,tightly,adverb
9779,tightly,tightly,adverb
9780,time,time,noun
9781,overtime,time,noun
9782,timer,time,noun
9783,timing,time,noun
9784,timeless,time,adjective
9785,timely,time,adjective
9786,untimely,time,adjective
9787,time,time,verb
9788,time,timing,noun
9789,overtime,timing,noun
9790,timer,timing,noun
9791,timing,timing,noun
9792,timeless,timing,adjective
9793,timely,timing,adjective
9794,untimely,timing,adjective
9795,time,timing,verb
9796,tiredness,tire,noun
9797,tired,tire,adjective
9798,tireless,tire,adjective
9799,tiresome,tire,adjective
9800,tiring,tire,adjective
9801,tire,tire,verb
9802,tirelessly,tire,adverb
9803,tiredness,tired,noun
9804,tired,tired,adjective
9805,tireless,tired,adjective
9806,tiresome,tired,adjective
9807,tiring,tired,adjective
9808,tire,tired,verb
9809,tirelessly,tired,adverb
9810,tiredness,tiredness,noun
9811,tired,tiredness,adjective
9812,tireless,tiredness,adjective
9813,tiresome,tiredness,adjective
9814,tiring,tiredness,adjective
9815,tire,tiredness,verb
9816,tirelessly,tiredness,adverb
9817,tiredness,tiresome,noun
9818,tired,tiresome,adjective
9819,tireless,tiresome,adjective
9820,tiresome,tiresome,adjective
9821,tiring,tiresome,adjective
9822,tire,tiresome,verb
9823,tirelessly,tiresome,adverb
9824,tiredness,tiring,noun
9825,tired,tiring,adjective
9826,tireless,tiring,adjective
9827,tiresome,tiring,adjective
9828,tiring,tiring,adjective
9829,tire,tiring,verb
9830,tirelessly,tiring,adverb
9831,title,title,noun
9832,subtitles,title,noun
9833,titled,title,adjective
9834,entitle,title,verb
9835,top,top,noun
9836,topping,top,noun
9837,top,top,adjective
9838,topmost,top,adjective
9839,topless,top,adjective
9840,top,top,verb
9841,touch,touch,noun
9842,touched,touch,adjective
9843,untouched,touch,adjective
9844,touching,touch,adjective
9845,touchy,touch,adjective
9846,touch,touch,verb
9847,touchingly,touch,adverb
9848,tough,tough,adjective
9849,toughen,tough,verb
9850,toughly,tough,adverb
9851,trade,trade,noun
9852,trader,trade,noun
9853,trading,trade,noun
9854,trade,trade,verb
9855,trade,trader,noun
9856,trader,trader,noun
9857,trading,trader,noun
9858,trade,trader,verb
9859,tradition,tradition,noun
9860,traditionalist,tradition,noun
9861,traditional,tradition,adjective
9862,traditionally,tradition,adverb
9863,tradition,traditional,noun
9864,traditionalist,traditional,noun
9865,traditional,traditional,adjective
9866,traditionally,traditional,adverb
9867,tradition,traditionally,noun
9868,traditionalist,traditionally,noun
9869,traditional,traditionally,adjective
9870,traditionally,traditionally,adverb
9871,trainee,train,noun
9872,trainer,train,noun
9873,training,train,noun
9874,retraining,train,noun
9875,untrained,train,adjective
9876,train,train,verb
9877,trainee,trainee,noun
9878,trainer,trainee,noun
9879,training,trainee,noun
9880,retraining,trainee,noun
9881,untrained,trainee,adjective
9882,train,trainee,verb
9883,trainee,trainer,noun
9884,trainer,trainer,noun
9885,training,trainer,noun
9886,retraining,trainer,noun
9887,untrained,trainer,adjective
9888,train,trainer,verb
9889,trainee,training,noun
9890,trainer,training,noun
9891,training,training,noun
9892,retraining,training,noun
9893,untrained,training,adjective
9894,train,training,verb
9895,act,transaction,noun
9896,action,transaction,noun
9897,inaction,transaction,noun
9898,interaction,transaction,noun
9899,reaction,transaction,noun
9900,transaction,transaction,noun
9901,acting,transaction,adjective
9902,act,transaction,verb
9903,form,transform,noun
9904,formation,transform,noun
9905,transformation,transform,noun
9906,reformer,transform,noun
9907,transformer,transform,noun
9908,reformed,transform,adjective
9909,form,transform,verb
9910,reform,transform,verb
9911,transform,transform,verb
9912,form,transformation,noun
9913,formation,transformation,noun
9914,transformation,transformation,noun
9915,reformer,transformation,noun
9916,transformer,transformation,noun
9917,reformed,transformation,adjective
9918,form,transformation,verb
9919,reform,transformation,verb
9920,transform,transformation,verb
9921,plant,transplant,noun
9922,transplant,transplant,noun
9923,plantation,transplant,noun
9924,plant,transplant,verb
9925,transplant,transplant,verb
9926,transport,transport,noun
9927,transportation,transport,noun
9928,transport,transport,verb
9929,transport,transportation,noun
9930,transportation,transportation,noun
9931,transport,transportation,verb
9932,treat,treat,noun
9933,treatment,treat,noun
9934,mistreatment,treat,noun
9935,untreated,treat,adjective
9936,treat,treat,verb
9937,mistreat,treat,verb
9938,treat,treatment,noun
9939,treatment,treatment,noun
9940,mistreatment,treatment,noun
9941,untreated,treatment,adjective
9942,treat,treatment,verb
9943,mistreat,treatment,verb
9944,trick,trick,noun
9945,trickery,trick,noun
9946,tricky,trick,adjective
9947,trick,trick,verb
9948,trick,tricky,noun
9949,trickery,tricky,noun
9950,tricky,tricky,adjective
9951,trick,tricky,verb
9952,trouble,trouble,noun
9953,troubled,trouble,adjective
9954,troublesome,trouble,adjective
9955,trouble,trouble,verb
9956,trouble,troubled,noun
9957,troubled,troubled,adjective
9958,troublesome,troubled,adjective
9959,trouble,troubled,verb
9960,trouble,troublesome,noun
9961,troubled,troublesome,adjective
9962,troublesome,troublesome,adjective
9963,trouble,troublesome,verb
9964,truth,true,noun
9965,untruth,true,noun
9966,truthfulness,true,noun
9967,true,true,adjective
9968,untrue,true,adjective
9969,truthful,true,adjective
9970,truly,true,adverb
9971,truthfully,true,adverb
9972,truth,truly,noun
9973,untruth,truly,noun
9974,truthfulness,truly,noun
9975,true,truly,adjective
9976,untrue,truly,adjective
9977,truthful,truly,adjective
9978,truly,truly,adverb
9979,truthfully,truly,adverb
9980,trust,trust,noun
9981,distrust,trust,noun
9982,mistrust,trust,noun
9983,trustee,trust,noun
9984,trusting,trust,adjective
9985,trustworthy,trust,adjective
9986,trust,trust,verb
9987,distrust,trust,verb
9988,mistrust,trust,verb
9989,trust,trustworthy,noun
9990,distrust,trustworthy,noun
9991,mistrust,trustworthy,noun
9992,trustee,trustworthy,noun
9993,trusting,trustworthy,adjective
9994,trustworthy,trustworthy,adjective
9995,trust,trustworthy,verb
9996,distrust,trustworthy,verb
9997,mistrust,trustworthy,verb
9998,truth,truth,noun
9999,untruth,truth,noun
10000,truthfulness,truth,noun
10001,true,truth,adjective
10002,untrue,truth,adjective
10003,truthful,truth,adjective
10004,truly,truth,adverb
10005,truthfully,truth,adverb
10006,try,try,noun
10007,trying,try,adjective
10008,try,try,verb
10009,turn,turn,noun
10010,upturn,turn,noun
10011,turning,turn,noun
10012,upturned,turn,adjective
10013,turn,turn,verb
10014,overturn,turn,verb
10015,turn,turning,noun
10016,upturn,turning,noun
10017,turning,turning,noun
10018,upturned,turning,adjective
10019,turn,turning,verb
10020,overturn,turning,verb
10021,twist,twist,noun
10022,twister,twist,noun
10023,twisted,twist,adjective
10024,twist,twist,verb
10025,twist,twisted,noun
10026,twister,twisted,noun
10027,twisted,twisted,adjective
10028,twist,twisted,verb
10029,type,type,noun
10030,typical,type,adjective
10031,typify,type,verb
10032,typically,type,adverb
10033,type,typical,noun
10034,typical,typical,adjective
10035,typify,typical,verb
10036,typically,typical,adverb
10037,type,typically,noun
10038,typical,typically,adjective
10039,typify,typically,verb
10040,typically,typically,adverb
10041,ability,unable,noun
10042,disability,unable,noun
10043,inability,unable,noun
10044,able,unable,adjective
10045,unable,unable,adjective
10046,disabled,unable,adjective
10047,enable,unable,verb
10048,disable,unable,verb
10049,ably,unable,adverb
10050,acceptance,unacceptable,noun
10051,acceptable,unacceptable,adjective
10052,unacceptable,unacceptable,adjective
10053,accepted,unacceptable,adjective
10054,accept,unacceptable,verb
10055,unacceptably,unacceptable,adverb
10056,attraction,unattractive,noun
10057,attractiveness,unattractive,noun
10058,attractive,unattractive,adjective
10059,unattractive,unattractive,adjective
10060,attract,unattractive,verb
10061,attractively,unattractive,adverb
10062,availability,unavailable,noun
10063,available,unavailable,adjective
10064,unavailable,unavailable,adjective
10065,avoidance,unavoidable,noun
10066,unavoidable,unavoidable,adjective
10067,avoidable,unavoidable,adjective
10068,avoid,unavoidable,verb
10069,awareness,unaware,noun
10070,aware,unaware,adjective
10071,unaware,unaware,adjective
10072,unawares,unaware,adverb
10073,bearer,unbearable,noun
10074,bearable,unbearable,adjective
10075,unbearable,unbearable,adjective
10076,bear,unbearable,verb
10077,belief,unbelievable,noun
10078,disbelief,unbelievable,noun
10079,believable,unbelievable,adjective
10080,unbelievable,unbelievable,adjective
10081,believe,unbelievable,verb
10082,disbelieve,unbelievable,verb
10083,unbelievably,unbelievable,adverb
10084,certainty,uncertain,noun
10085,uncertainty,uncertain,noun
10086,certain,uncertain,adjective
10087,uncertain,uncertain,adjective
10088,certainly,uncertain,adverb
10089,uncertainly,uncertain,adverb
10090,certainty,uncertainty,noun
10091,uncertainty,uncertainty,noun
10092,certain,uncertainty,adjective
10093,uncertain,uncertainty,adjective
10094,certainly,uncertainty,adverb
10095,uncertainly,uncertainty,adverb
10096,change,unchanged,noun
10097,changeable,unchanged,adjective
10098,interchangeable,unchanged,adjective
10099,unchanged,unchanged,adjective
10100,changing,unchanged,adjective
10101,change,unchanged,verb
10102,clearance,unclear,noun
10103,clearing,unclear,noun
10104,clarity,unclear,noun
10105,clear,unclear,adjective
10106,unclear,unclear,adjective
10107,clear,unclear,verb
10108,clear,unclear,adverb
10109,clearly,unclear,adverb
10110,comfort,uncomfortable,noun
10111,discomfort,uncomfortable,noun
10112,comfortable,uncomfortable,adjective
10113,uncomfortable,uncomfortable,adjective
10114,comforting,uncomfortable,adjective
10115,comfort,uncomfortable,verb
10116,comfortably,uncomfortable,adverb
10117,condition,unconditional,noun
10118,precondition,unconditional,noun
10119,conditioner,unconditional,noun
10120,conditioning,unconditional,noun
10121,conditional,unconditional,adjective
10122,unconditional,unconditional,adjective
10123,condition,unconditional,verb
10124,conditionally,unconditional,adverb
10125,unconditionally,unconditional,adverb
10126,consciousness,unconscious,noun
10127,subconscious,unconscious,noun
10128,unconscious,unconscious,noun
10129,unconsciousness,unconscious,noun
10130,conscious,unconscious,adjective
10131,subconscious,unconscious,adjective
10132,unconscious,unconscious,adjective
10133,consciously,unconscious,adverb
10134,unconsciously,unconscious,adverb
10135,consciousness,unconsciously,noun
10136,subconscious,unconsciously,noun
10137,unconscious,unconsciously,noun
10138,unconsciousness,unconsciously,noun
10139,conscious,unconsciously,adjective
10140,subconscious,unconsciously,adjective
10141,unconscious,unconsciously,adjective
10142,consciously,unconsciously,adverb
10143,unconsciously,unconsciously,adverb
10144,cover,uncover,noun
10145,coverage,uncover,noun
10146,covering,uncover,noun
10147,undercover,uncover,adjective
10148,uncovered,uncover,adjective
10149,cover,uncover,verb
10150,uncover,uncover,verb
10151,denial,undeniable,noun
10152,undeniable,undeniable,adjective
10153,deny,undeniable,verb
10154,undeniably,undeniable,adverb
10155,denial,undeniably,noun
10156,undeniable,undeniably,adjective
10157,deny,undeniably,verb
10158,undeniably,undeniably,adverb
10159,estimate,underestimate,noun
10160,estimation,underestimate,noun
10161,estimate,underestimate,verb
10162,overestimate,underestimate,verb
10163,underestimate,underestimate,verb
10164,ground,underground,noun
10165,underground,underground,noun
10166,grounding,underground,noun
10167,groundless,underground,adjective
10168,underground,underground,adjective
10169,ground,underground,verb
10170,underground,underground,adverb
10171,pay,underpaid,noun
10172,payment,underpaid,noun
10173,repayment,underpaid,noun
10174,unpaid,underpaid,adjective
10175,underpaid,underpaid,adjective
10176,pay,underpaid,verb
10177,repay,underpaid,verb
10178,understanding,understand,noun
10179,misunderstanding,understand,noun
10180,understandable,understand,adjective
10181,understanding,understand,adjective
10182,misunderstood,understand,adjective
10183,understand,understand,verb
10184,misunderstand,understand,verb
10185,understandably,understand,adverb
10186,understanding,understandable,noun
10187,misunderstanding,understandable,noun
10188,understandable,understandable,adjective
10189,understanding,understandable,adjective
10190,misunderstood,understandable,adjective
10191,understand,understandable,verb
10192,misunderstand,understandable,verb
10193,understandably,understandable,adverb
10194,understanding,understandably,noun
10195,misunderstanding,understandably,noun
10196,understandable,understandably,adjective
10197,understanding,understandably,adjective
10198,misunderstood,understandably,adjective
10199,understand,understandably,verb
10200,misunderstand,understandably,verb
10201,understandably,understandably,adverb
10202,understanding,understanding,noun
10203,misunderstanding,understanding,noun
10204,understandable,understanding,adjective
10205,understanding,understanding,adjective
10206,misunderstood,understanding,adjective
10207,understand,understanding,verb
10208,misunderstand,understanding,verb
10209,understandably,understanding,adverb
10210,undertaking,undertake,noun
10211,takings,undertake,noun
10212,take,undertake,verb
10213,overtake,undertake,verb
10214,undertake,undertake,verb
10215,undertaking,undertaking,noun
10216,takings,undertaking,noun
10217,take,undertaking,verb
10218,overtake,undertaking,verb
10219,undertake,undertaking,verb
10220,water,underwater,noun
10221,waters,underwater,noun
10222,underwater,underwater,adjective
10223,waterproof,underwater,adjective
10224,watery,underwater,adjective
10225,water,underwater,verb
10226,underwater,underwater,adverb
10227,wear,underwear,noun
10228,underwear,underwear,noun
10229,wear,underwear,verb
10230,desire,undesirable,noun
10231,desirable,undesirable,adjective
10232,undesirable,undesirable,adjective
10233,desired,undesirable,adjective
10234,undesired,undesirable,adjective
10235,desire,undesirable,verb
10236,developer,undeveloped,noun
10237,development,undeveloped,noun
10238,redevelopment,undeveloped,noun
10239,developed,undeveloped,adjective
10240,developing,undeveloped,adjective
10241,undeveloped,undeveloped,adjective
10242,develop,undeveloped,verb
10243,redevelop,undeveloped,verb
10244,doing,undo,noun
10245,do,undo,noun
10246,done,undo,adjective
10247,overdone,undo,adjective
10248,undone,undo,adjective
10249,do,undo,verb
10250,outdo,undo,verb
10251,overdo,undo,verb
10252,undo,undo,verb
10253,redo,undo,verb
10254,doubt,undoubted,noun
10255,doubter,undoubted,noun
10256,doubtful,undoubted,adjective
10257,undoubted,undoubted,adjective
10258,doubt,undoubted,verb
10259,undoubtedly,undoubted,adverb
10260,doubtfully,undoubted,adverb
10261,doubt,undoubtedly,noun
10262,doubter,undoubtedly,noun
10263,doubtful,undoubtedly,adjective
10264,undoubted,undoubtedly,adjective
10265,doubt,undoubtedly,verb
10266,undoubtedly,undoubtedly,adverb
10267,doubtfully,undoubtedly,adverb
10268,dress,undress,noun
10269,dresser,undress,noun
10270,dressing,undress,noun
10271,dressed,undress,adjective
10272,undressed,undress,adjective
10273,dressy,undress,adjective
10274,dress,undress,verb
10275,undress,undress,verb
10276,redress,undress,verb
10277,dress,undressed,noun
10278,dresser,undressed,noun
10279,dressing,undressed,noun
10280,dressed,undressed,adjective
10281,undressed,undressed,adjective
10282,dressy,undressed,adjective
10283,dress,undressed,verb
10284,undress,undressed,verb
10285,redress,undressed,verb
10286,due,undue,noun
10287,due,undue,adjective
10288,undue,undue,adjective
10289,due,undue,adverb
10290,duly,undue,adverb
10291,unduly,undue,adverb
10292,ease,uneasily,noun
10293,easiness,uneasily,noun
10294,easy,uneasily,adjective
10295,uneasy,uneasily,adjective
10296,ease,uneasily,verb
10297,easily,uneasily,adverb
10298,uneasily,uneasily,adverb
10299,ease,uneasy,noun
10300,easiness,uneasy,noun
10301,easy,uneasy,adjective
10302,uneasy,uneasy,adjective
10303,ease,uneasy,verb
10304,easily,uneasy,adverb
10305,uneasily,uneasy,adverb
10306,employee,unemployed,noun
10307,employer,unemployed,noun
10308,employment,unemployed,noun
10309,unemployment,unemployed,noun
10310,unemployed,unemployed,adjective
10311,employ,unemployed,verb
10312,employee,unemployment,noun
10313,employer,unemployment,noun
10314,employment,unemployment,noun
10315,unemployment,unemployment,noun
10316,unemployed,unemployment,adjective
10317,employ,unemployment,verb
10318,event,uneventful,noun
10319,non-event,uneventful,noun
10320,eventful,uneventful,adjective
10321,uneventful,uneventful,adjective
10322,eventual,uneventful,adjective
10323,eventually,uneventful,adverb
10324,expectancy,unexpected,noun
10325,expectation,unexpected,noun
10326,expectant,unexpected,adjective
10327,unexpected,unexpected,adjective
10328,expect,unexpected,verb
10329,expectantly,unexpected,adverb
10330,unexpectedly,unexpected,adverb
10331,expectancy,unexpectedly,noun
10332,expectation,unexpectedly,noun
10333,expectant,unexpectedly,adjective
10334,unexpected,unexpectedly,adjective
10335,expect,unexpectedly,verb
10336,expectantly,unexpectedly,adverb
10337,unexpectedly,unexpectedly,adverb
10338,fairness,unfair,noun
10339,fair,unfair,adjective
10340,unfair,unfair,adjective
10341,fairly,unfair,adverb
10342,unfairly,unfair,adverb
10343,fairness,unfairly,noun
10344,fair,unfairly,adjective
10345,unfair,unfairly,adjective
10346,fairly,unfairly,adverb
10347,unfairly,unfairly,adverb
10348,familiarity,unfamiliar,noun
10349,family,unfamiliar,noun
10350,familiar,unfamiliar,adjective
10351,unfamiliar,unfamiliar,adjective
10352,familiarize,unfamiliar,verb
10353,familiarly,unfamiliar,adverb
10354,fashion,unfashionable,noun
10355,fashionable,unfashionable,adjective
10356,unfashionable,unfashionable,adjective
10357,fashion,unfashionable,verb
10358,fashionably,unfashionable,adverb
10359,fold,unfold,noun
10360,folder,unfold,noun
10361,folding,unfold,adjective
10362,folded,unfold,adjective
10363,fold,unfold,verb
10364,unfold,unfold,verb
10365,forgetful,unforgettable,adjective
10366,unforgettable,unforgettable,adjective
10367,forget,unforgettable,verb
10368,forgetfully,unforgettable,adverb
10369,fortune,unfortunate,noun
10370,fortunate,unfortunate,adjective
10371,unfortunate,unfortunate,adjective
10372,fortunately,unfortunate,adverb
10373,unfortunately,unfortunate,adverb
10374,fortune,unfortunately,noun
10375,fortunate,unfortunately,adjective
10376,unfortunate,unfortunately,adjective
10377,fortunately,unfortunately,adverb
10378,unfortunately,unfortunately,adverb
10379,friend,unfriendly,noun
10380,friendliness,unfriendly,noun
10381,friendly,unfriendly,adjective
10382,unfriendly,unfriendly,adjective
10383,befriend,unfriendly,verb
10384,happiness,unhappiness,noun
10385,unhappiness,unhappiness,noun
10386,happy,unhappiness,adjective
10387,unhappy,unhappiness,adjective
10388,happily,unhappiness,adverb
10389,unhappily,unhappiness,adverb
10390,happiness,unhappy,noun
10391,unhappiness,unhappy,noun
10392,happy,unhappy,adjective
10393,unhappy,unhappy,adjective
10394,happily,unhappy,adverb
10395,unhappily,unhappy,adverb
10396,health,unhealthy,noun
10397,healthy,unhealthy,adjective
10398,unhealthy,unhealthy,adjective
10399,healthily,unhealthy,adverb
10400,unhealthily,unhealthy,adverb
10401,help,unhelpful,noun
10402,helper,unhelpful,noun
10403,helping,unhelpful,noun
10404,helpfulness,unhelpful,noun
10405,helpful,unhelpful,adjective
10406,unhelpful,unhelpful,adjective
10407,helpless,unhelpful,adjective
10408,help,unhelpful,verb
10409,helpfully,unhelpful,adverb
10410,helplessly,unhelpful,adverb
10411,imagination,unimaginable,noun
10412,imaginable,unimaginable,adjective
10413,unimaginable,unimaginable,adjective
10414,imaginary,unimaginable,adjective
10415,imaginative,unimaginable,adjective
10416,imagine,unimaginable,verb
10417,unimaginably,unimaginable,adverb
10418,imaginatively,unimaginable,adverb
10419,importance,unimportant,noun
10420,important,unimportant,adjective
10421,unimportant,unimportant,adjective
10422,importantly,unimportant,adverb
10423,interest,uninterested,noun
10424,interested,uninterested,adjective
10425,disinterested,uninterested,adjective
10426,uninterested,uninterested,adjective
10427,interesting,uninterested,adjective
10428,interest,uninterested,verb
10429,interestingly,uninterested,adverb
10430,kindness,unkind,noun
10431,unkindness,unkind,noun
10432,kind,unkind,adjective
10433,unkind,unkind,adjective
10434,kindly,unkind,adverb
10435,unkindly,unkind,adverb
10436,knowledge,unknown,noun
10437,knowing,unknown,adjective
10438,knowledgeable,unknown,adjective
10439,known,unknown,adjective
10440,unknown,unknown,adjective
10441,know,unknown,verb
10442,knowingly,unknown,adverb
10443,unknowingly,unknown,adverb
10444,knowledgeably,unknown,adverb
10445,likelihood,unlikely,noun
10446,likely,unlikely,adjective
10447,unlikely,unlikely,adjective
10448,limit,unlimited,noun
10449,limitation,unlimited,noun
10450,limitations,unlimited,noun
10451,limited,unlimited,adjective
10452,unlimited,unlimited,adjective
10453,limit,unlimited,verb
10454,luck,unlucky,noun
10455,lucky,unlucky,adjective
10456,unlucky,unlucky,adjective
10457,luckily,unlucky,adverb
10458,unluckily,unlucky,adverb
10459,marriage,unmarried,noun
10460,married,unmarried,adjective
10461,unmarried,unmarried,adjective
10462,marry,unmarried,verb
10463,remarry,unmarried,verb
10464,nature,unnatural,noun
10465,naturalist,unnatural,noun
10466,naturalization,unnatural,noun
10467,naturalness,unnatural,noun
10468,the supernatural,unnatural,noun
10469,natural,unnatural,adjective
10470,supernatural,unnatural,adjective
10471,unnatural,unnatural,adjective
10472,naturalistic,unnatural,adjective
10473,naturalize,unnatural,verb
10474,naturally,unnatural,adverb
10475,unnaturally,unnatural,adverb
