,word,part_of_speech,transcription,hint,lvl,label,definition,examples,order_num,root_word
11766,sadness,noun,/ˈsæd.nəs/,,B2,U,being sad,"[""Her sadness at her grandfather's death was obvious.""]",5050,sadness
11767,safe ,adjective,/seɪf/,NOT IN DANGER,A1,,not in danger or likely to be harmed,"[""In some cities you don't feel safe going out alone at night.""]",5051,safe
11768,safe ,adjective,/seɪf/,NOT DANGEROUS,A2,,not dangerous or likely to cause harm,"['a safe driver', ""That ladder doesn't look safe."", 'She wished us a safe journey.', 'Is this medicine safe for children?', ""It's safe to cross the road now.""]",5051,safe
11769,safe ,adjective,/seɪf/,NOT HARMED,B1,,not harmed or damaged,['She said that all the hostages were safe.'],5051,safe
11770,safe ,adjective,/seɪf/,WITHOUT RISK,C1,,not involving much risk,"['Salmon is a safe option - most people like it.', 'He told us that these shares were a safe investment.']",5051,safe
11771,safe to say,adjective,/seɪf/,,C1,,"If it is safe to say something, you are sure it is correct","[""I think it's safe to say that he'll be the next president.""]",5051,safe
11772,a safe place; somewhere safe,adjective,/seɪf/,,C1,,a place where something will not be lost or stolen,"[""It's very valuable so put it somewhere safe.""]",5051,safe
11773,in safe hands,adjective,/seɪf/,,C1,,being cared for or dealt with by someone skilled,['The project is in safe hands - Jan has lots of experience.'],5051,safe
11774,safe and sound,adjective,/seɪf/,,C2,,completely safe and without injury or damage,"['After three days lost in the mountains, all the climbers arrived home safe and sound.']",5051,safe
11775,a safe bet,adjective,/seɪf/,,C2,,something that you are certain will happen,['Wheeler is a safe bet for a place on the team.'],5051,safe
11776,safely,adverb,/ˈseɪ.fli/,,B1,,in a safe way,"['We all arrived safely.', 'Drive safely!', 'Are the children safely fastened into their car seats?', ""I think we can safely say they won't find us now.""]",5052,safely
11777,safety ,noun,/ˈseɪf.ti/,BEING SAFE,B2,U,"the state of being safe, or a place or situation where someone or something is safe","['food/road safety', 'The hostages were led to safety.', 'For your (comfort and) safety, we recommend you keep your seat belt loosely fastened during the flight.', 'Journalists may enter the danger zone but unfortunately we cannot guarantee their safety.', 'As the gunman opened fire, they all ran/dived for safety behind trees.', 'Police are concerned for the safety of the five-year-old.', 'He was led to a place of safety.']",5053,safety
11778,safety ,noun,/ˈseɪf.ti/,HOW SAFE,C1,U,how safe something is,['Safety at the factory has been improved.'],5053,safety
11779,sail ,verb,/seɪl/,CONTROL BOAT,B1,I or T,to control a boat that has no engine and is pushed by the wind,"['He sailed the dinghy up the river.', 'She sailed around the world single-handed in her yacht.']",5054,sail
11780,sail ,verb,/seɪl/,TRAVEL ON BOAT,B1,I,to travel somewhere on a boat or a ship,['We sailed to New York.'],5054,sail
11781,sail ,verb,/seɪl/,MOVE ON WATER,B2,I,"When a boat or a ship sails, it travels on the water","['The ship was sailing to China.', 'The boat sailed along/down the coast.', 'As the battleship sailed by/past, everyone on deck waved.']",5054,sail
11782,sail,noun,/seɪl/,,C2,C,a large piece of material that is fixed to a pole on a boat to catch the wind and make the boat move,['Our boat has a yellow sail.'],5054,sail
11783,set sail,noun,/seɪl/,,C2,C,to start a journey by boat or ship,['We set sail for home the next day.'],5054,sail
11784,sailing,noun,/ˈseɪl.ɪŋ/,,A2,U,a sport using boats with sails,"['a sailing boat', ""We're going sailing next weekend.""]",5055,sailing
11785,sailor,noun,/ˈseɪ.lər/,,B1,C,someone who sails ships or boats as their job or as a sport,['Over 100 sailors took part in the race.'],5056,sailor
11786,saint,noun,/seɪnt/,,C1,C,a dead person who has been officially respected by the Christian church for living their life in a holy way,['Catherine of Siena was made a saint in 1461.'],5057,saint
11787,for the sake of sb/sth; for sb's/sth's sake,noun,/seɪk/,,B2,,in order to help or bring advantage to someone or something,"[""Please do it, for David's sake."", 'Their parents only stayed together for the sake of the children.', ""I hope for both our sakes that you're right!"", 'You should act on his advice, for your own sake.', 'For the sake of convenience, they combined the two departments.', ""For safety's sake, you shouldn't swim alone.""]",5058,sake
11788,salad,noun,/ˈsæl.əd/,,A2,C or U,"a cold mixture of vegetables that usually have not been cooked, sometimes eaten with meat, cheese, etc","['a salad bowl', 'Serve the risotto with a mixed salad.', 'Toss the salad with oil and vinegar.']",5059,salad
11789,salary,noun,/ˈsæl.ər.i/,,B1,C or U,"a fixed amount of money that you receive from your employer, usually every month","['an annual salary of £20 000', 'His net monthly salary is £1500.', ""She's on quite a good/decent salary in her present job."", 'He took a drop in salary when he changed jobs.', 'a 10% salary increase']",5060,salary
11790,for sale,noun,/seɪl/,,A2,C,available to buy,"['Is this painting for sale?', 'Our neighbours put their house up for sale last week.']",5061,sale
11791,on sale,noun,/seɪl/,,A2,C,a time when a shop sells goods at a lower price than usual,"['I bought this dress in the sale.', 'I picked up a few bargains in the sales.']",5061,sale
11792,on sale,noun,/seɪl/,,B1,C,"available to buy in a shop, on the Internet, etc",['The video and book are now on sale.'],5061,sale
11793,sale,noun,/seɪl/,,B2,C or U,"the act of selling something, or the time when something is sold","['The sale of alcohol is now banned.', 'The building company gets 10% commission on each house sale.', ""I haven't made a sale all morning.""]",5061,sale
11794,sales,noun,/seɪl/,,B2,C,the number of items sold,['Our sales have doubled this year.'],5061,sale
11795,salesman,noun,/ˈseɪlz.mən/,,B1,C,someone whose job is selling things,['I asked the salesman for advice.'],5062,salesman
11796,salesperson,noun,/ˈseɪlzˌpɜː.sən/,,A2,C,someone whose job is selling things in a shop,"[""She's a salesperson at a bookshop.""]",5063,salesperson
11797,saleswoman,noun,/ˈseɪlzˌwʊm.ən/,,B1,C,someone whose job is selling things,['The saleswoman showed me the car.'],5064,saleswoman
11798,salmon,noun,/ˈsæm.ən/,,B1,C or U,"a large, silver fish, or the pink meat of this fish","['fresh/smoked/tinned salmon', 'salmon fishing']",5065,salmon
11799,salon,noun,/ˈsæ.lɒn/,,B2,C,a place where women have their hair cut and put in a style,['My hairdresser opened her own salon.'],5066,salon
11800,salt,noun,/sɒlt/,,A1,U,a white substance used to add flavour to food,"['salt and pepper', 'Pass the salt, please.']",5067,salt
11801,salty,adjective,/ˈsɔːl.ti/,,B2,,tasting of or containing salt,['Is the soup too salty?'],5068,salty
11802,the same,adjective,/seɪm/,,A1,,exactly alike,"['My twin sister and I have got the same nose.', 'She was wearing exactly the same dress as I was.', ""Hilary's the same age as me."", 'She brought up her children in just the same way her mother did.']",5069,same
11803,same,adjective,/seɪm/,,A1,,"not another different person, thing or situation","['My brother and I sleep in the same room.', ""Rachel's still going out with the same boyfriend."", ""That (very) same day, he heard he'd passed his exam."", 'I would do the same thing again if I had the chance.', 'They eat at the same restaurant every week.', 'Shall we meet up at the same time tomorrow?']",5069,same
11804,at the same time,adjective,/seɪm/,,B1,,"If two things happen or are true at the same time, they happen or are true together",['We arrived at the same time.'],5069,same
11805,"the same old arguments/face/story, etc. ()",adjective,/seɪm/,,C1,,something or someone you have seen or heard many times before,"['Every day I see the same old faces.', 'Politicians repeat the same old arguments time and time again.']",5069,same
11806,in the same way,adjective,/seɪm/,,C1,,similarly,"['In the same way, there are many citizens who feel unprotected by the police.']",5069,same
11807,be in the same boat,adjective,/seɪm/,,C2,,to be in the same unpleasant situation as other people,"[""She complains that she doesn't have enough money, but we're all in the same boat.""]",5069,same
11808,the same,pronoun,/seɪm/,,A2,,exactly like,"['People say I look just the same as my sister.', ""John thinks the same as I do - it's just too expensive."", 'She always had a quick temper, and her mother was the same.']",5069,same
11809,the same,pronoun,/seɪm/,,B1,,not another different thing or situation,"[""I'm hopeless at physics, and it's the same with chemistry - I get it all wrong."", ""I'd do the same if I was in your situation.""]",5069,same
11810,the same,pronoun,/seɪm/,,B2,,not changed,"[""After all these years you look exactly the same - you haven't changed a bit."", 'Charles is just the same as always.']",5069,same
11811,all/just the same,pronoun,/seɪm/,,C1,,despite what has just been said,"[""He doesn't earn much. All the same, he ought to pay for some of his own drinks.""]",5069,same
11812,the same,adverb,/seɪm/,,B2,,in the same way,"['We treat all our children the same.', 'I need some time to myself, the same as anybody else.']",5069,same
11813,sample ,noun,/ˈsɑːm.pl ̩/,PART OF GROUP,B2,C,a small number of people from a larger group that is being tested or considered,"['a random sample of voters', 'a nationally representative sample of 200 schools']",5070,sample
11814,sample ,noun,/ˈsɑːm.pl ̩/,SMALL AMOUNT,B2,C,a small amount of something that shows you what it is like,"['a free sample of chocolate', 'She brought in some samples of her work.', 'samples of carpet/curtain material']",5070,sample
11815,sample ,noun,/ˈsɑːm.pl ̩/,EXAMINE,C2,C,a small amount of a substance that a doctor or scientist collects in order to examine it,['a blood/urine sample'],5070,sample
11816,sample,verb,/ˈsɑːm.pl ̩/,,C2,T,"to experience a place or an activity, often for the first time",['an opportunity to sample the local night life'],5070,sample
11817,sanction,noun,/ˈsæŋk.ʃən/,,C2,C,a punishment for not obeying a rule or a law,['economic/trade sanctions against a country'],5071,sanction
11818,sand,noun,/sænd/,,B1,U,"a substance that is found on beaches and in deserts, which is made from very small grains of rock","['a grain of sand', 'The children played all day in/on the sand.', 'coarse/fine sand']",5072,sand
11819,sandal,noun,/ˈsæn.dəl/,,B1,C,a light shoe with straps that you wear in warm weather,['a pair of sandals'],5073,sandal
11820,sandwich,noun,/ˈsænd.wɪdʒ/,,A1,C,"two slices of bread with meat, cheese, etc. between them","['a tuna/cheese sandwich', 'sandwich fillings']",5074,sandwich
11821,sandy,adjective,/ˈsænd.i/,,B1,,covered with or containing sand,['a sandy beach'],5075,sandy
11822,sane,adjective,/seɪn/,,C2,,not suffering from mental illness,['Psychiatrists pronounced her sane.'],5076,sane
11823,sarcastic,adjective,/sɑːˈkæs.tɪk/,,C2,,using sarcasm,"['a sarcastic comment/remark', 'Are you being sarcastic?']",5077,sarcastic
11824,satellite,noun,/ˈsæt.əl.aɪt/,,B2,C,a piece of equipment that is sent into space around the Earth to receive and send signals or to collect information,"['The World Cup was transmitted around the world by satellite.', 'satellite television/TV', 'a TV/weather satellite']",5078,satellite
11825,satisfaction,noun,/ˌsæt.ɪsˈfæk.ʃən/,,B2,U,"a pleasant feeling which you get when you receive something you wanted, or when you have done something you wanted to do","['She looked at the finished painting with satisfaction.', 'She got/obtained great satisfaction from/out of helping other people.', 'For me, job satisfaction is more important than the money.', ""She had the satisfaction of knowing that she'd done everything she could.""]",5079,satisfaction
11826,to sb's satisfaction,noun,/ˌsæt.ɪsˈfæk.ʃən/,,C2,U,as well as someone wants,"[""He won't get paid until he completes the job to my satisfaction.""]",5079,satisfaction
11827,satisfactorily,adverb,/ˌsæt.ɪsˈfæk.tər.əl.i/,,C1,,in a satisfactory way,"[""I'm sure these problems can be satisfactorily resolved.""]",5080,satisfactorily
11828,satisfactory,adjective,/ˌsæt.ɪsˈfæk.tər.i/,,B2,,good enough,"['We hope very much to find a satisfactory  solution to the problem.', 'The teachers seem to think his work is satisfactory.']",5081,satisfactory
11829,satisfied,adjective,/ˈsæt.ɪs.faɪd/,,B1,,"pleased because you have got what you wanted, or because something has happened in the way that you wanted","['Some people are never satisfied!', 'a satisfied smile', 'Are you satisfied with the new arrangement?']",5082,satisfied
11830,be satisfied that,adjective,/ˈsæt.ɪs.faɪd/,,C1,,"If you are satisfied that something is true, you believe it",['The judge was satisfied that she was telling the truth.'],5082,satisfied
11831,satisfy,verb,/ˈsæt.ɪs.faɪ/,,B2,T,to please someone by giving them what they want or need,"['They have 31 flavours of ice-cream - enough to satisfy everyone!', 'Come on, satisfy my curiosity, what happened last night?']",5083,satisfy
11832,"satisfy conditions/needs/requirements, etc.",verb,/ˈsæt.ɪs.faɪ/,,C1,T,to have or provide something that is needed or wanted,['She satisfies all the requirements for the job.'],5083,satisfy
11833,Saturday,noun,/ˈsæt.ə.deɪ/,,A1,C or U,the day of the week after Friday and before Sunday,"[""He's leaving on Saturday."", 'Most of our swim meets are held on Saturdays.', 'Joel was born on a Saturday.', 'last/next Saturday', 'Saturday morning/afternoon/evening']",5084,Saturday
11834,sauce,noun,/sɔːs/,,A2,C or U,a thick hot or cold liquid eaten with food to add flavour,"['a savoury/sweet sauce', 'tomato sauce']",5085,sauce
11835,saucepan,noun,/ˈsɔː.spən/,,B1,C,"a deep, metal pan, usually with a long handle and a lid, that is used to cook food in",['Put the potatoes in a saucepan of boiling water.'],5086,saucepan
11836,saucer,noun,/ˈsɔː.sər/,,B1,C,a small plate that you put under a cup,"['a cup and saucer', 'She gave the cat a saucer of milk.']",5087,saucer
11837,sausage,noun,/ˈsɒs.ɪdʒ/,,A2,C or U,a mixture of meat and spices pressed into a long tube,"['fried/grilled sausages', 'sliced garlic sausage']",5089,sausage
11838,save ,verb,/seɪv/,MONEY,A2,I or T,to keep money so that you can buy something with it in the future,"[""We've saved almost £900 for our wedding."", ""Michael's saving up for a new computer.""]",5090,save
11839,save ,verb,/seɪv/,KEEP,A2,T,to keep something to use in the future,"[""I've saved some food for you."", 'She saved her black dress for special occasions.', 'I save all my old letters in case I want to read them again.']",5090,save
11840,save ,verb,/seɪv/,COMPUTER,A2,I or T,to make sure that a computer keeps information that you have put on it,"['Make sure you save your files regularly.', 'I saved the photos in the family folder.']",5090,save
11841,save ,verb,/seɪv/,NOT WASTE,B1,T,"to prevent time, money or effort being wasted or spent","[""You'll save time if you take the car."", 'Thanks for your help - it saved me a lot of work.']",5090,save
11842,save ,verb,/seɪv/,MAKE SAFE,B1,T,"to stop someone or something from being killed, injured or destroyed","['Wearing seat belts has saved many lives.', 'He fell in the river but his friend saved him from drowning.', 'He had to borrow money to save his business.', 'He was desperately trying to save their failing marriage.', 'We all need to do our bit to save the planet.']",5090,save
11843,save a goal,verb,/seɪv/,,B2,I or T,to prevent a player from scoring a goal,['He saved two goals in the last minute of the game.'],5090,save
11844,save sb (from) doing sth,verb,/seɪv/,,C1,I or T,to help someone avoid having to do something,"[""We'll eat in a restaurant - it'll save you having to cook.""]",5090,save
11845,saving,noun,/ˈseɪ.vɪŋ/,,C1,C,when you use or spend less money than you would usually have to,['a saving of £20.'],5091,saving
11846,savings,noun,/ˈseɪ.vɪŋz/,,B2,plural,the money which you keep in an account in a bank or similar financial organization,['He spent all his savings on an expensive car.'],5092,savings
11847,say ,verb,/seɪ/,SPEAK,A1,T,to speak words,"['""I\'d like to go home,"" she said.', 'How do you say this word?', 'She said goodbye to all her friends and left.', '""How do you say \'goodbye\' in French?""', ""I couldn't hear what they were saying."", 'Do you know what she said to him?', ""I've got something to say to you.""]",5093,say
11848,say ,verb,/seɪ/,TELL,B1,T,"to tell someone about a fact, thought, or opinion","['Did she say where she was going?', 'Officials refused to say what had happened.', 'What did they say about the house?', 'The doctors say (that) it will take him a few weeks to recover.', ""She didn't say whether she was coming or not."", '""Who do you think will get the job?"" ""I\'d rather not say.""', 'What are you saying, exactly ?']",5093,say
11849,say ,verb,/seɪ/,GIVE INFORMATION,B1,T,"to give information in writing, numbers or signs","[""My watch says 3 o'clock."", 'Can you read what that notice says?', ""It says in the paper (that) they've found the man who did it."", 'It says on the bottle to take three tablets a day.']",5093,say
11850,say ,verb,/seɪ/,THINK,B1,T,to think or believe,"[""People/They say (that) he's over 100."", '""It\'s going to be a very hot summer."" ""So they say.""', 'She is a firm leader, too firm, some might say.']",5093,say
11851,be said to be,verb,/seɪ/,,B2,T,used to show that many people believe something about something,['Drinking plenty of water is said to be good for your skin.'],5093,say
11852,it goes without saying,verb,/seɪ/,,B2,T,"If something goes without saying, it is obvious or generally accepted",['It goes without saying that smoking is harmful to your health.'],5093,say
11853,say sth to yourself,verb,/seɪ/,,C1,T,to think something but not speak,"['""I hope she likes me,"" he said to himself.']",5093,say
11854,easier said than done,verb,/seɪ/,,C1,T,used to say that something seems like a good idea but it would be difficult to do,"[""I want to ask her out, but it's easier said than done.""]",5093,say
11855,to say the least,verb,/seɪ/,,C1,T,used to emphasize that you could have said something in a much stronger way,"['We were surprised, to say the least.']",5093,say
11856,needless to say,verb,/seɪ/,,C1,T,as you would expect,"['Needless to say, it rained the whole time we were there.']",5093,say
11857,safe to say,verb,/seɪ/,,C1,T,"If it is safe to say something, you are sure it is correct","[""I think it's safe to say that he'll be the next president.""]",5093,say
11858,I dare say,verb,/seɪ/,,C2,T,used when you think that something is probably true or will probably happen,"[""I dare say she'll change her mind.""]",5093,say
11859,to say nothing of sth,verb,/seɪ/,,C2,T,used to emphasize other problems you have not talked about,"['Most wild otters have disappeared from populated areas, to say nothing of wilderness areas.']",5093,say
11860,saying,noun,/ˈseɪ.ɪŋ/,,C2,C,a famous phrase that people use to give advice about life,"['Have you heard the saying ""Don\'t count your chickens before they\'re hatched""?']",5094,saying
11861,scale ,noun,/skeɪl/,SIZE,B2,no plural,the size or level of something,"[""We don't yet know the scale of the problem."", 'Nuclear weapons cause destruction on a massive scale.', 'My parents used to entertain friends on a large/small scale.']",5095,scale
11862,scale ,noun,/skeɪl/,MEASURE,B2,C,"a set of numbers, amounts etc., used to measure or compare the level of something","['the Centigrade/Fahrenheit scale', 'How would you rate his work on a scale of 1 to 5?']",5095,scale
11863,scale ,noun,/skeɪl/,COMPARISON,B2,C or U,"how the size of things on a map, model, etc. relates to the same things in real life","['a scale of 1:50 000', 'This map is large scale.', 'Is the bridge drawn to scale?', 'He was building a scale model of Concorde.']",5095,scale
11864,scales,noun,/skeɪl/,,B2,no plural,a piece of equipment for measuring weight,['kitchen/bathroom scales'],5095,scale
11865,scan ,verb,/skæn/,COMPUTER,C1,T,to use a piece of equipment that copies words or pictures from paper into a computer,['to scan photos into a computer'],5096,scan
11866,scan ,verb,/skæn/,READ,C1,T,to quickly read a piece of writing to understand the main meaning or to find a particular piece of information,['I scanned the travel brochures looking for a cheap holiday.'],5096,scan
11867,scan ,verb,/skæn/,LOOK,C2,T,to look around an area quickly to try to find a person or thing,['She scanned the crowd for a familiar face.'],5096,scan
11868,scan,noun,/skæn/,,C2,C,a medical examination in which an image of the inside of the body is made using a special machine,['a brain scan'],5096,scan
11869,scandal,noun,/ˈskæn.dəl/,,B2,C or U,something that shocks people because they think it is morally wrong,"['a financial/political scandal', 'Their affair caused/created a scandal in the office.', 'If there is the slightest suggestion/hint of scandal, the public will no longer trust us.', ""It's a scandal (that) children could be treated in this way.""]",5097,scandal
11870,scar ,noun,/skɑːr/,ON SKIN,B2,C,a permanent mark left on the body from a cut or other injury,"['an ugly scar', 'That burn will leave a nasty scar.']",5098,scar
11871,scar ,noun,/skɑːr/,MIND,C1,C,damage done to a person's mind by a very unpleasant event or situation,['a psychological scar'],5098,scar
11872,scar,verb,/skɑːr/,,C2,T often passive,to cause a scar,['He was scarred for life by the accident.'],5098,scar
11873,scarce,adjective,/skeəs/,,C1,,rare or not available in large amounts,['scarce resources'],5099,scarce
11874,scarcely,adverb,/ˈskeəs.li/,,C2,,only just,['They had scarcely finished eating when the doorbell rang.'],5100,scarcely
11875,scarcity,noun,/ˈskeə.sə.ti/,,C2,C or U,when there is not enough of something,['a scarcity of food/affordable housing'],5101,scarcity
11876,scare,verb,/skeər/,,C1,T,to frighten a person or animal,"['Sudden, loud noises scare me.']",5102,scare
11877,"scare the hell/life/living daylights, etc. out of sb",verb,/skeər/,,C2,T,to make someone feel very frightened,"['You scared the life out of me, creeping up on me like that!']",5102,scare
11878,scare sb/sth away/off or scare away/off sb/sth,verb,/skeər/,,C1,T,to make a person or an animal so frightened that they go away,['She scared off her attacker by screaming.'],5102,scare
11879,scare sb away/off or scare away/off sb,verb,/skeər/,,C1,T,to make someone worried about doing something or going somewhere so that they decide not to do it or go there,['The recent bomb attacks have scared away the tourists.'],5102,scare
11880,scared,adjective,/skeəd/,,B1,,frightened or worried,"[""He's scared of spiders."", ""He's scared to tell her what really happened."", 'I was scared (that) you might not be there.', 'I was scared stiff.', 'She had a scared look on her face.']",5103,scared
11881,scarf,noun,/skɑːf/,,A2,C,"a piece of cloth that you wear around your neck, head, or shoulders to keep warm or for decoration",['a knitted/woollen/silk scarf'],5104,scarf
11882,scary,adjective,/ˈskeə.ri/,,B1,,frightening,['a scary movie/story'],5105,scary
11883,scattered,adjective,/ˈskæt.əd/,,C2,,covering a wide area,"['His toys were scattered all over the floor.', 'There will be scattered showers today.']",5106,scattered
11884,scenario,noun,/sɪˈnɑː.ri.əʊ/,,C2,C,"a description of a situation, or of a situation that may develop in the future","['There are several possible scenarios.', 'a horrific/nightmare scenario such as a Third World War']",5107,scenario
11885,scene ,noun,/siːn/,"FILM/BOOK, ETC.",B1,C,"a short part of a film, play, or book in which the events happen in one place","['the funeral/wedding scene', 'Juliet dies in Act IV, Scene iii.']",5108,scene
11886,scene ,noun,/siːn/,VIEW,B2,C,"a view or picture of a place, event, or activity","['Lowry painted street scenes.', 'scenes of everyday life', 'There were scenes of great joy as the hostages were re-united with their families.']",5108,scene
11887,scene ,noun,/siːn/,PLACE,B2,C usually no plural,a place where an unpleasant event has happened,"['The police arrived to find a scene of horrifying destruction.', 'Evidence was found at the scene of the crime.']",5108,scene
11888,"the club/gay/music, etc. scene",noun,/siːn/,,B2,C,all the things connected with a particular way of life or activity,"[""She's well known on the jazz scene.""]",5108,scene
11889,scene ,noun,/siːn/,ARGUMENT,C2,C,when people have a loud argument or show strong emotions in a public place,"[""She made a scene when I told her she couldn't come with us.""]",5108,scene
11890,behind the scenes,noun,/siːn/,,C2,C,"If something happens behind the scenes, it happens secretly",['A lot of hard work has been going on behind the scenes.'],5108,scene
11891,scenery,noun,/ˈsiː.nər.i/,,B1,U,"the attractive, natural things that you see in the countryside","['beautiful/breathtaking/spectacular scenery', 'They stopped at the top of the hill to admire the scenery.']",5109,scenery
11892,scenic,adjective,/ˈsiː.nɪk/,,C1,,"having views of the attractive, natural things in the countryside","['a scenic route', 'an area of great scenic beauty']",5110,scenic
11893,scent,noun,/sent/,,B2,C,a pleasant smell,['the sweet scent of orange blossom'],5111,scent
11894,sceptical,adjective,/ˈskep.tɪk.əl/,,C2,,doubting that something is true or useful,"['Scientists remain sceptical about astrology.', 'She was sceptical of the new arrangement.']",5112,sceptical
11895,schedule,noun,/ˈʃed.juːl/,,B2,C,a plan that gives events or activities and the times that they will happen or be done,"['I have a very busy schedule today.', 'Will the work be completed on schedule?', 'Everything went according to schedule.']",5113,schedule
11896,schedule,verb,/ˈʃed.juːl/,,B2,T often passive,to arrange that an event or activity will happen at a particular time,"['The meeting has been scheduled for tomorrow afternoon.', ""The train is scheduled to arrive at 8.45, but it's running twenty minutes late.""]",5113,schedule
11897,scheduled ,adjective,/ˈʃed.juːld/,PLANNED,B2,,planned to happen at a particular time or on a particular date,['This programme will be broadcast half an hour later than the scheduled time.'],5114,scheduled
11898,scheduled ,adjective,/ˈʃed.juːld/,FLIGHT,B2,,travelling at a regular time each day or week,['a scheduled flight'],5114,scheduled
11899,scheme,noun,/skiːm/,,B2,C,an official plan or system,"['a training/housing/play scheme', 'a pension/savings scheme', ""There's a new scheme in our town for recycling plastic bottles."", 'Class sizes will increase under the new scheme.']",5115,scheme
11900,scholar,noun,/ˈskɒl.ər/,,C1,C,someone who has studied a subject and knows a lot about it,"['a classics/history scholar', 'Dr Miles was a distinguished scholar of Russian history.']",5116,scholar
11901,scholarship,noun,/ˈskɒl.ə.ʃɪp/,,C1,C,"an amount of money given to a person by an organization to pay for their education, usually at a college or university",['She got a scholarship to the college.'],5117,scholarship
11902,school ,noun,/skuːl/,PLACE,A1,C or U,a place where children go to be educated,"['a primary/secondary school', 'Milton Road School', ""They're building a new school in the village."", 'She drives the kids to school every morning.', ""I was at school with Luke's brother."", 'Is Emily in school today or is she still ill?', 'Which school do you go to?', 'school meals/uniform', 'What do you want to do when you leave school ?']",5118,school
11903,school ,noun,/skuːl/,TIME,A2,U,the time that you spend at school,"['before/after school', 'School starts at 9 a.m. and finishes at 3.30 p.m.']",5118,school
11904,"a dance/language/riding, etc. school",noun,/skuːl/,,A2,C or U,a place where you can study a particular subject,['She goes to an acting school on Saturdays.'],5118,school
11905,schoolchild,noun,/ˈskuːl.tʃaɪld/,,A2,C,a child who goes to school,['The morning bus is usually full of schoolchildren.'],5119,schoolchild
11906,schooling,noun,/ˈskuː.lɪŋ/,,C2,U,education at school,"[""Jack didn't receive much formal schooling.""]",5120,schooling
11907,science ,noun,/saɪənts/,STUDY OF NATURAL THINGS,A2,U,the study and knowledge of the structure and behaviour of natural things in an organized way,"['a science course/lesson', 'a science graduate/teacher', 'pure/applied science', 'recent developments in science and technology', 'Space travel is one of the wonders of modern science.']",5121,science
11908,science ,noun,/saɪənts/,TYPE,B1,C or U,a particular type of science,"['computer science', 'Chemistry, physics, and biology are all sciences.', 'advances in medical science']",5121,science
11909,science fiction,noun,/ˌsaɪəntsˈfɪk.ʃən/,,B1,U,stories about life in the future or in other parts of the universe,['She is a well-known science fiction writer.'],5122,science fiction
11910,scientific,adjective,/ˌsaɪənˈtɪf.ɪk/,,B1,,"relating to science, or using the organized methods of science","['a scientific discovery/experiment/theory', 'scientific evidence/research', 'The project has attracted considerable criticism from the scientific community.']",5123,scientific
11911,scientifically,adverb,/ˌsaɪənˈtɪf.ɪ.kli/,,B2,,using scientific methods,['scientifically proven'],5124,scientifically
11912,scientist,noun,/ˈsaɪən.tɪst/,,B1,C,someone who studies science or works in science,['Scientists are working to create a vaccine for the disease.'],5125,scientist
11913,scissors,noun,/ˈsɪz.əz/,,A2,plural,"a tool for cutting paper, hair, cloth, etc. that you hold in your hand and that has two blades that move against each other","['a pair of scissors', 'Could you pass me the/those scissors, please?']",5126,scissors
11914,scooter,noun,/ˈskuː.tər/,,A2,C,a small motorcycle,['I go to college on my scooter.'],5127,scooter
11915,scope ,noun,/skəʊp/,AMOUNT,C1,U,how much a subject or situation relates to,['Do we know the full scope of the problem yet?'],5128,scope
11916,scope ,noun,/skəʊp/,OPPORTUNITY,C2,U,the opportunity to do something,['There is plenty of scope for improvement.'],5128,scope
11917,score,verb,/skɔːr/,,B1,I or T,to get points in a game or test,"['He scored just before half-time to put Liverpool 2-1 ahead.', 'In American football, a touchdown scores six points.', 'She scored 18 out of 20 in the spelling test.']",5129,score
11918,score,noun,/skɔːr/,,B1,C,the number of points someone gets in a game or test,"['a high/low score', ""What's the score?"", 'At half time, the score stood at two all.', 'The final score was 3-0.']",5129,score
11919,"scramble down/out/up, etc.",verb,/ˈskræm.bl/,,C2,,"to move or climb quickly but with difficulty, often using your hands",['We scrambled up the hill.'],5130,scramble
11920,scrap ,noun,/skræp/,SMALL PIECE,C2,C,a small piece or amount of something,"['He wrote his phone number on a scrap of paper.', ""I've read every scrap of information I can find on the subject."", ""They couldn't find a scrap of evidence against him so he was released without charge.""]",5131,scrap
11921,scrap ,noun,/skræp/,OLD,C2,U,old cars and machines that are not now needed but have parts which can be used to make other things,"['scrap metal', 'The car was so badly damaged we could only sell it as scrap.']",5131,scrap
11922,scrap,verb,/skræp/,,C2,T,to not continue with a plan or idea,['That project has now been scrapped.'],5131,scrap
11923,scratch ,verb,/skrætʃ/,RUB SKIN,B2,I or T,"to rub your skin with your nails, often to stop it itching","['My skin was so itchy, I was scratching all night.', 'He was scratching (at) his mosquito bites.', 'Hannah scratched her head thoughtfully.']",5132,scratch
11924,scratch ,verb,/skrætʃ/,HURT/DAMAGE,B2,T,"to make a slight cut or long, thin mark with a sharp object on a surface or on your skin","['I scratched myself on the roses.', ""We scratched the paintwork trying to get the bed into Martha's room."", 'People have been scratching their names on this rock for years.']",5132,scratch
11925,scratch ,verb,/skrætʃ/,RUB SURFACE,B2,I,"to rub a hard surface with a sharp object, often making a noise","[""The dog's scratching at the door - he wants to be let in.""]",5132,scratch
11926,scratch,noun,/skrætʃ/,,B2,C,"a slight cut or a long, thin mark made with a sharp object","[""I've got all these scratches on my arm from the cat.""]",5132,scratch
11927,from scratch,noun,/skrætʃ/,,C1,C,"If you do something from scratch, you do it from the beginning","[""We didn't have any furniture of our own so we had to start from scratch.""]",5132,scratch
